Y,X1,X2,X3,X4
-0.57485,-0.68132,0.21289,-2.4691,1.6847
-0.53595,-0.081792,-1.0495,-0.28547,0.54373
-2.2221,0.21997,-0.82412,0.83724,-0.47613
-2.2091,0.7666,-0.18626,1.2464,-1.2347
-1.5738,1.6579,0.36324,-1.3271,0.18676
-1.5608,-0.97882,-0.21763,-0.062253,0.18478
-1.5219,-1.0359,2.0871,-0.50767,-0.62381
-0.69211,-0.7652,0.98621,-0.33921,-0.26449
-0.67914,1.5762,0.69091,1.315,-1.9243
-0.64024,-0.47767,-1.0141,-1.338,1.4101
-0.61431,-0.22821,0.24983,1.3278,-1.2689
-0.60135,-0.12784,1.7679,0.318,-1.3021
-0.58838,1.2329,-0.87531,-1.3877,0.95676
-0.56245,-0.48361,-0.32735,-1.1694,0.94215
-0.52355,1.1098,2.1235,-2.4547,0.27957
-2.2486,-0.27987,-0.096352,-0.18537,0.046829
-2.2226,-0.10964,0.93611,1.6333,-1.8661
-2.2097,0.62694,-1.564,1.1529,-0.43762
-2.1967,1.0006,-1.4861,0.27994,0.081306
-2.1708,1.1875,-0.18654,-0.3597,-0.13929
-1.5614,-1.9493,0.34969,1.5156,-1.0321
-1.5484,-0.088946,-0.40513,-1.9959,1.5024
-1.5225,-0.6708,-0.21678,0.10904,-0.015853
-0.64081,-0.8146,1.3722,1.5529,-1.8512
-0.60191,0.10935,0.43343,1.159,-1.3151
-0.58895,-0.19648,-0.58881,-0.57261,0.56123
-0.51115,0.15236,0.17494,0.31315,-0.56653
-2.2491,-0.77337,-0.82577,0.83776,-0.22503
-2.2362,-0.75085,0.49578,0.051297,-0.3069
-2.2102,1.5437,-1.6936,1.2807,-0.69039
-2.1973,-0.12779,-0.16651,-0.86086,0.55056
-2.1843,-0.49819,-0.43526,0.50747,-0.24242
-1.549,-0.070203,-0.35084,0.72936,-0.5552
-1.5101,0.89534,-0.67657,0.78898,-0.67404
-0.61544,-0.061472,0.72593,0.32936,-0.79881
-2.2756,0.86507,-0.5745,1.4542,-1.2098
-2.2627,1.248,1.0934,-0.5994,-0.61048
-2.2367,-0.49235,-1.214,0.073382,0.47245
-2.2238,0.020787,0.68987,2.3217,-2.2812
-2.1849,1.292,0.48355,-2.8925,1.3913
-2.1719,-0.54155,0.79878,-0.17517,-0.33843
-1.5495,-0.041955,-0.28302,1.166,-0.91805
-1.5366,-1.3546,-0.053665,2.2095,-1.4868
-1.4977,1.3244,-0.66806,-1.9078,1.227
-0.55118,0.27064,-1.0237,-0.34665,0.50209
-2.3021,0.70139,0.67375,1.118,-1.5413
-2.2762,0.08377,-0.15053,-0.029661,-0.12209
-2.2632,0.91674,-0.71513,1.2165,-0.97207
-2.2503,1.6097,1.8469,-0.091703,-1.4517
-2.2114,-1.0115,0.2672,-0.54081,0.31875
-2.1854,-1.0728,-0.78537,-0.17093,0.58561
-2.1725,0.32797,0.37153,0.40264,-0.76548
-2.1595,0.57716,0.2085,-0.68219,0.062504
-1.5371,-0.78034,-1.1614,0.15265,0.46108
-1.5242,-1.3394,1.1668,-0.49029,-0.088711
-1.5112,-1.0444,1.6531,-0.68085,-0.26293
-0.53878,0.50683,-0.20093,0.70201,-0.74567
-2.3027,-0.30729,1.7519,-0.44363,-0.66732
-2.2897,0.58155,-0.083018,-0.47962,0.059722
-2.2638,-1.7981,0.821,-0.13691,-0.062607
-2.2379,1.3792,-1.3835,-1.325,1.1441
-2.173,2.0109,2.0543,0.86805,-2.3657
-2.1601,0.27319,-1.8648,-0.60858,1.1239
-1.5507,-0.35738,-0.69205,-1.5293,1.3772
-1.5247,0.66852,1.7975,2.238,-2.9267
-1.4988,-0.40494,-0.1997,-0.030424,0.026475
-2.3292,-1.0183,-0.052538,0.16009,-0.035026
-2.3032,-1.6363,-1.4764,-1.7296,2.237
-2.2903,0.98252,1.0724,-0.37689,-0.69095
-2.2384,0.012241,-0.17539,0.74827,-0.66497
-2.1995,-0.62084,1.1122,0.36466,-0.86841
-2.1606,-1.1046,1.222,0.9577,-1.2459
-2.1477,0.84737,0.4747,-1.0165,0.11783
-1.5383,-1.146,-1.1576,0.50955,0.28963
-1.5123,-0.0036612,-0.090728,-0.89966,0.52341
-1.4994,0.39013,0.67147,0.10464,-0.70289
-3.0688,-0.66839,0.13371,-0.85254,0.54261
-3.0558,0.42715,1.0819,0.96684,-1.5563
-2.3557,-0.31042,0.78975,0.41483,-0.81757
-2.3297,1.6722,-0.076313,0.46124,-0.90624
-2.3168,1.8951,0.94419,1.002,-1.8748
-2.2649,-0.76802,-0.51169,0.028289,0.23459
-2.239,0.26596,-0.59655,-0.3809,0.3273
-2.213,0.084329,-0.41235,-0.44637,0.32848
-2.1742,-0.39086,-0.026218,1.231,-0.99675
-2.1482,-1.5745,0.1288,-1.5421,1.2814
-1.85,-0.59071,-0.75987,1.5929,-0.84959
-1.8241,0.018319,-0.6118,-0.4686,0.46116
-1.8111,1.448,0.87079,-0.46459,-0.63612
-1.5388,-0.58113,-0.55434,0.60773,-0.22143
-1.5259,-1.5422,0.23786,-2.7012,2.0818
-1.487,-0.29928,1.103,-1.641,0.55339
-3.0953,0.58877,-0.45118,-0.48399,0.25493
-3.0823,0.27645,0.59042,-1.0266,0.21414
-3.0564,0.24146,2.9991,-1.2369,-0.82706
-3.0434,1.1988,0.074192,-0.016803,-0.50612
-3.0175,0.46357,-0.57288,-0.82891,0.60348
-3.0045,1.5341,1.5854,-0.79887,-0.76319
-2.3692,-0.56801,1.7572,0.0451,-0.96033
-2.3562,0.52831,0.41091,-0.31416,-0.28838
-2.3433,0.14983,0.48571,-0.33382,-0.21807
-2.3173,-1.256,0.11915,0.56626,-0.35868
-2.3044,-1.2306,-0.21361,-1.2862,1.1809
-2.2784,-1.7386,-1.1308,-0.015436,0.81914
-2.2655,0.079158,-1.4965,0.1361,0.44219
-2.2136,0.19297,1.0571,-0.16681,-0.6392
-2.2006,1.6455,0.82198,-0.94385,-0.30035
-2.1747,-1.4015,0.10194,0.89494,-0.55896
-2.1618,-0.1717,0.33065,-1.0154,0.44612
-2.1358,1.6407,-0.015722,0.43009,-0.90253
-2.1229,-0.90668,0.76707,-2.7304,1.6852
-1.8376,-0.12508,0.39333,0.3388,-0.60492
-1.8117,0.29243,-0.1188,0.41601,-0.50865
-1.7987,-0.62532,0.2527,0.25145,-0.34636
-1.7598,0.77778,1.6001,-0.123,-1.0876
-1.7469,0.33465,-0.41149,-1.4049,0.98321
-1.695,-1.6162,-0.68771,-0.33891,0.80794
-1.6691,-0.077795,-1.4483,2.7421,-1.4835
-1.5524,-0.88198,1.5637,-2.1267,0.83076
-1.5264,0.10809,-0.93138,-2.5763,2.1714
-1.5135,-1.8268,1.183,0.32452,-0.57101
-1.4875,-0.43973,-0.1792,2.099,-1.5512
-1.4746,-0.3616,-2.1702,0.54605,0.58281
-3.0051,0.69562,-0.56357,0.28197,-0.28221
-2.9921,1.1161,-0.22784,0.21514,-0.50405
-2.9792,0.83351,-1.4585,-1.4292,1.406
-2.9532,-1.3251,-0.30409,-2.1325,1.8826
-2.3568,-1.7862,-0.60756,-1.3426,1.56
-2.3438,-0.66402,0.39615,0.053184,-0.25796
-2.3309,0.05213,0.36644,1.4463,-1.4564
-2.2012,-0.6186,0.65372,1.0665,-1.1525
-2.1623,-1.1827,0.1313,0.78055,-0.5392
-2.1494,-0.3986,-0.11975,1.5616,-1.1879
-1.6437,0.070845,-1.9441,-0.10612,0.85183
-1.6178,0.14482,-0.38403,-0.16022,0.09261
-1.6048,0.079605,-0.13516,-0.42675,0.18245
-1.5529,0.48235,1.1469,1.6282,-2.0886
-1.54,-0.41391,0.67436,-0.19023,-0.27762
-1.5011,-0.2642,0.38303,0.91359,-0.99033
-0.11374,0.32879,-1.5233,-0.62693,0.96536
-0.087807,-0.042104,0.050158,0.63216,-0.66876
-0.074842,-0.15102,-0.25844,0.30173,-0.24141
-0.061876,-1.2198,0.61653,0.13651,-0.29361
0.028884,0.69453,0.4477,1.4111,-1.629
0.054815,-1.1514,-0.20489,0.0089143,0.19592
0.067781,-0.33556,0.37521,-1.0246,0.47409
0.61234,-1.5922,-0.69965,-0.52827,0.95212
-2.9668,-0.60801,0.061317,0.9296,-0.75342
-2.9408,-0.36355,1.4656,0.24312,-1.0058
-2.9279,0.6688,-0.3009,-0.098732,-0.12062
-2.9019,-1.011,-0.56188,0.062071,0.3037
-2.889,0.36377,0.19675,0.73231,-0.91349
-2.3703,0.35215,0.42487,-0.7552,0.082559
-2.3444,-0.53537,-0.15264,0.35129,-0.2336
-2.1888,-0.69705,1.8062,1.249,-1.8431
-2.1499,0.97312,-1.61,-0.45938,0.72863
-2.111,1.6871,0.44372,-0.66994,-0.31883
-1.735,0.9789,0.37122,1.138,-1.4543
-1.722,-0.5639,0.63604,-3.2348,2.0482
-1.5535,1.3188,-0.9815,0.63152,-0.48336
-1.5405,-0.20719,-0.85189,0.57099,-0.12773
-1.5016,1.2738,0.60727,-1.2618,0.1416
-0.24396,-0.063828,-0.50235,1.36,-0.9255
-0.20506,-0.20957,0.86878,-0.3131,-0.33067
-0.1921,-0.83702,-0.2095,-0.73763,0.67979
-0.10134,1.7388,-0.071019,-0.33072,-0.32632
-0.075407,0.60389,-0.69803,-0.9794,0.74989
-0.062442,-0.57352,2.1209,-1.5972,0.08783
-0.049476,0.36353,0.32836,2.1481,-2.0334
0.041284,-1.2506,0.42922,-1.0128,0.66657
0.067215,-1.3099,0.46115,-0.13212,0.0094835
0.080181,0.82592,-1.2525,-0.25839,0.43615
0.093147,-0.15173,-1.1488,-0.21526,0.59269
0.33949,-0.36892,-0.58481,0.076082,0.14677
0.35246,0.19085,-0.25304,-0.15331,0.013657
0.36543,-0.3981,1.2489,-0.057743,-0.66476
0.39136,-0.14424,-0.25873,-0.72058,0.52128
0.48212,-0.52872,-0.015303,-0.062634,0.0041463
0.49508,0.98172,0.0025026,0.53526,-0.82157
0.50805,0.97041,-0.39572,-0.76707,0.35023
0.62474,-0.72725,-1.0515,0.5286,0.13179
0.63771,-1.0446,-0.1606,1.2493,-0.77286
0.66364,-1.025,0.48827,1.0087,-0.92353
0.6766,1.1834,-0.33445,-1.5835,0.87498
0.68957,0.31349,-0.86773,2.4463,-1.6441
0.7155,-1.2426,2.8996,-0.26092,-1.1324
-2.9155,-0.80821,-0.92099,-1.3548,1.4916
-2.8895,0.09663,-0.3128,-1.2643,0.89701
-2.8766,-0.7509,1.6046,0.35697,-1.0617
-2.8636,0.46028,0.072383,-0.43111,-0.0056853
-2.8377,-0.084239,-0.51456,-1.4218,1.1598
-2.8247,0.40354,2.3003,-0.44526,-1.097
-2.4098,-0.97196,-1.4121,-0.22606,0.93755
-2.3968,-1.9666,-0.93925,0.25936,0.58408
-2.3709,1.5404,1.7374,0.82693,-2.0419
-2.3579,1.1367,0.6393,0.92843,-1.4682
-2.332,1.2985,0.017515,0.9072,-1.1808
-2.1894,-0.016128,-0.46428,0.48284,-0.30011
-2.1764,1.047,-0.010494,1.1008,-1.249
-2.1634,0.28393,0.54335,0.81734,-1.1276
-2.1375,-0.74947,-1.0241,-0.37469,0.79914
-1.6708,0.47176,-1.287,-0.3876,0.6399
-1.6319,1.0445,-0.55813,1.0905,-0.9665
-1.6189,-1.9051,1.5026,-1.624,0.74816
-1.593,-1.0476,-0.38839,0.28327,0.06426
-1.58,0.33203,0.66597,-1.6405,0.62897
-1.567,-0.90043,-0.16082,-1.0063,0.87419
-1.5411,0.16258,0.31498,0.198,-0.52229
-1.5152,0.34903,1.1465,0.069723,-0.88909
-1.4892,0.95089,0.17052,-1.3459,0.50547
-0.36122,0.044275,-0.28157,-0.36942,0.22802
-0.33529,1.7763,0.35424,0.48326,-1.1514
-0.32232,1.8182,0.98361,0.26064,-1.3112
-0.29639,1.0024,-0.55044,-1.7612,1.1631
-0.28342,-0.088263,-0.10282,-0.10583,-0.025134
-0.23156,0.93231,-0.32312,0.13766,-0.3472
-0.2186,-0.32509,0.52369,0.010663,-0.36734
-0.1797,0.53356,-0.012801,0.64539,-0.7825
-0.088938,-0.019012,0.89668,1.2996,-1.5891
-0.050041,0.78602,0.40111,-1.8356,0.79515
0.053684,1.1306,-1.0733,0.85783,-0.55649
0.079616,-0.85271,-0.95368,-0.14194,0.61598
0.092581,0.12573,-0.60755,0.13274,-0.0026271
0.10555,-1.3923,0.77031,0.95323,-0.92997
0.13148,1.3342,0.19924,-1.4125,0.44635
0.19631,0.29692,-0.95431,-1.029,0.99383
0.22224,0.64017,-0.44608,-1.3711,0.90953
0.2352,0.77473,-0.9908,-0.32099,0.36742
0.26114,0.060098,-0.71999,-1.0678,0.96362
0.2741,0.31994,-0.62377,-1.1229,0.89255
0.3519,-2.5838,0.95458,-0.027845,0.0013086
0.36486,-0.30991,0.73981,-0.67625,0.032083
0.37783,-0.2265,0.0047475,-2.5395,1.7669
0.40376,-0.26016,0.40228,0.86057,-0.95527
0.49452,0.30947,-0.72712,1.4085,-0.93775
0.50748,-0.18549,-0.96229,0.24664,0.16682
0.52045,-0.34667,1.3263,-0.31029,-0.52504
0.54638,0.84841,1.8557,-1.3853,-0.28393
0.63714,0.78169,-0.046507,0.31823,-0.5831
0.65011,-0.11524,-0.67619,-0.629,0.65816
0.70197,1.7397,0.58808,1.1443,-1.7517
-2.8642,1.3105,-0.50972,0.84247,-0.86842
-2.8512,1.5108,0.93531,-1.2161,-0.10882
-2.8253,-0.54751,0.34228,0.80424,-0.80946
-2.8123,-1.691,1.4481,0.74021,-1.0342
-2.4493,0.60181,-1.7948,-1.2064,1.4749
-2.4363,0.27669,-1.2609,-0.034335,0.41493
-2.4104,-0.02491,-0.74978,-0.32822,0.45197
-2.3974,0.35159,0.85796,-1.1396,0.1582
-2.3844,-0.73567,-0.50819,0.8957,-0.40533
-2.3585,0.062412,0.13537,-1.2552,0.67729
-2.177,-0.88846,-0.92407,1.9741,-0.96229
-2.151,-1.2957,-0.082243,1.4648,-0.9045
-2.1251,-1.1556,-1.4007,0.42777,0.49335
-1.6584,-0.84486,0.044625,-0.56117,0.42931
-1.6195,-0.20465,0.48004,1.8188,-1.7182
-1.6065,0.57946,0.78898,-0.046798,-0.67689
-1.5806,1.2675,0.26243,0.67943,-1.1232
-1.5157,1.3554,-0.91051,-0.30973,0.17905
-1.5028,0.4108,0.0020647,-0.80662,0.32439
-0.34882,0.89412,-0.63674,0.11933,-0.16398
-0.32289,-1.4158,1.0569,-1.0292,0.41127
-0.30992,1.4946,-0.38992,0.10642,-0.42572
-0.28399,-0.74765,-0.36424,0.57387,-0.23487
-0.27102,-0.1325,-0.52567,-1.2397,1.0448
-0.21916,-0.28387,0.23349,-0.72094,0.31563
-0.20619,0.82798,-0.84263,0.58737,-0.39304
-0.18026,2.2063,-0.19311,-0.37494,-0.34106
-0.1673,-1.0158,2.708,0.50448,-1.6558
-0.076538,0.077377,0.34977,-0.7603,0.19782
-0.050607,-0.33159,-0.5699,-0.20301,0.34413
-0.037641,3.0386,0.2611,1.5082,-2.1753
-0.024675,0.7077,1.7236,0.083012,-1.2731
0.066085,1.1732,-0.84318,-0.40712,0.26267
0.092016,0.094369,-0.92445,-0.021773,0.28195
0.10498,-0.83729,-0.90133,-0.34001,0.73654
0.11795,0.79144,-1.8751,1.1949,-0.3193
0.14388,-0.44889,-1.4775,-1.3133,1.6541
0.15684,0.95227,0.52907,-3.0372,1.5879
0.20871,-1.918,0.56417,-0.78221,0.59774
0.23464,-0.28692,-0.45172,1.5193,-1.0083
0.2476,-0.88251,-0.79543,2.9906,-1.785
0.27354,1.8728,0.020809,-1.2523,0.28706
0.2865,-0.68574,0.85126,0.42132,-0.74526
0.29947,0.36386,1.2555,0.59404,-1.3346
0.3643,0.27068,-0.15141,-0.80368,0.43354
0.37726,0.20976,0.18641,0.12501,-0.41205
0.39023,0.33976,-2.1329,0.47414,0.45757
0.50692,0.30451,2.182,-0.56128,-0.92384
0.53285,0.24723,0.34797,-0.07481,-0.35342
0.55878,0.97017,-0.089877,-0.29054,-0.15142
0.66251,0.58914,1.1091,1.9391,-2.3181
0.68844,-1.7983,-0.42767,1.1683,-0.38708
0.7403,-0.13955,2.6246,1.2305,-2.3702
-2.7999,-0.70998,-0.10637,-0.65592,0.5454
-2.7869,-0.13771,1.1178,0.42573,-1.0138
-2.761,-0.83448,0.88292,0.40864,-0.71197
-2.5276,-0.59395,-0.46274,0.91205,-0.47202
-2.5147,1.4093,-0.028446,-0.088903,-0.43725
-2.4887,-0.90219,-0.050594,-0.3884,0.3656
-2.4758,2.103,0.26165,-0.077124,-0.76199
-2.4628,0.53055,0.83124,-1.405,0.32825
-2.4369,0.1806,0.32424,-1.601,0.81418
-2.4239,-2.3628,-1.1164,0.00031085,0.96938
-2.398,-2.704,-1.5077,-0.5358,1.6484
-2.1646,0.74809,0.42991,-1.6298,0.64307
-2.1386,1.4336,1.1475,0.62271,-1.5619
-2.1127,-0.98101,1.381,0.086691,-0.68568
-1.6589,0.59113,0.28091,1.2609,-1.3958
-1.633,1.2612,1.6001,0.16833,-1.4079
-1.6071,0.046701,-0.86122,-0.97606,0.97558
-1.5682,1.8022,-0.75621,-0.033037,-0.21104
-1.5552,1.612,0.42783,1.067,-1.5762
-1.5422,-1.102,1.2074,0.93234,-1.1985
-1.5163,-0.10068,0.88605,1.7124,-1.8648
-1.4644,-0.051128,1.5695,-0.080084,-0.88473
-0.20676,0.019436,-1.9861,-0.27317,1.0224
-0.19379,2.031,0.067577,-0.82769,-0.088284
-0.16786,0.59997,-0.13277,-0.0089652,-0.24536
0.54525,0.40955,1.9455,-0.17241,-1.1176
0.66194,0.26965,0.40908,0.69246,-0.95765
0.67491,-0.12279,-0.0017384,0.090651,-0.2073
0.7138,0.47048,1.1236,-0.85031,-0.21634
0.72677,0.78982,-0.86048,1.2532,-0.86734
-2.7745,-0.83753,-0.18502,-0.38771,0.41961
-2.7486,0.48293,0.49807,0.2021,-0.68651
-2.5671,-1.4674,1.8978,0.075043,-0.813
-2.5541,-0.062572,0.36936,-0.77107,0.23669
-2.5282,-0.53525,-0.43359,-0.21197,0.33888
-2.5152,-2.3838,-2.7081,-1.3778,2.8007
-2.5023,-0.58975,-0.74738,-1.2131,1.2548
-2.4763,0.49159,-1.4264,0.25518,0.23564
-2.4634,-0.87893,-1.0691,-0.056299,0.6258
-2.4504,0.45514,0.072546,-0.29158,-0.099024
-2.1522,0.27327,0.78686,-0.42069,-0.31589
-2.1262,0.75617,0.041635,1.3215,-1.3585
-1.6206,-0.39219,0.14744,-0.39006,0.14527
-1.5947,0.15559,1.1849,-0.096201,-0.72784
-1.5558,-0.9427,-1.2197,0.27513,0.47017
-1.478,0.78042,1.2184,1.7213,-2.2515
-1.452,1.3394,0.50027,-0.073571,-0.69313
0.67434,0.45402,1.5822,-0.55569,-0.65818
-2.7362,-0.12674,-1.204,-0.24887,0.65478
-2.7232,-0.26867,2.7363,-1.1148,-0.63899
-2.6973,-0.88176,0.302,-1.1816,0.78072
-2.6843,0.34351,-1.2038,-0.068484,0.40468
-2.6714,-0.65986,-0.70332,0.50534,-0.026289
-2.6454,0.0064417,0.18257,-1.3884,0.77595
-2.6325,-0.14877,1.0642,-0.84276,-0.033608
-2.6065,1.0207,0.258,0.44397,-0.87556
-2.5936,-0.31397,0.57028,0.24427,-0.55487
-2.5806,-0.82125,-0.61774,0.63098,-0.12297
-2.5547,0.41486,-0.42696,1.2639,-0.9939
-2.5417,-2.1771,-1.3272,-0.15139,1.1484
-2.5158,0.094011,-0.49519,-0.042386,0.091756
-2.1398,0.91795,0.41492,2.3019,-2.3121
-2.1268,-1.1689,-0.24861,0.471,-0.10318
-2.1138,0.52331,0.85646,0.82601,-1.3373
-1.6082,1.285,-0.7626,-0.3812,0.18485
-1.5823,-0.64823,-0.38624,0.69538,-0.32943
-1.5693,-0.559,-0.87383,-0.46609,0.75751
-0.42831,0.88355,0.30971,0.98784,-1.2726
-0.41534,0.97512,0.60794,0.86506,-1.3531
-0.40238,-0.10288,0.10129,-0.37559,0.089543
-0.37645,-0.85809,-0.20484,-0.090817,0.21668
-0.36348,0.21189,0.44138,1.0462,-1.2168
-0.33755,0.68763,1.7508,-0.54097,-0.80792
-0.32458,-0.40293,0.95326,1.8534,-1.9227
-0.31162,0.51819,0.98298,2.1201,-2.3628
-0.28569,0.12258,0.12777,0.54116,-0.6617
-0.27272,0.31305,1.4776,0.23462,-1.1564
-0.24679,0.032529,0.80041,0.42881,-0.89276
-0.23382,0.44677,0.16332,1.3704,-1.3767
-0.22086,0.75217,0.26689,0.97816,-1.2116
-0.19493,0.0042332,1.7468,0.28482,-1.2526
-0.18196,1.3717,0.60017,0.14978,-0.91427
-0.16899,0.80951,0.45299,0.88931,-1.2528
-0.14306,-0.071295,-0.093156,-0.15178,0.012534
-0.1301,0.052257,2.0352,0.095731,-1.268
-0.10417,-0.15733,-0.32625,0.37887,-0.24463
-0.0912,-0.83674,-0.030836,0.088365,-0.0091167
-0.078234,-0.48267,-0.80207,0.73774,-0.19345
-0.052303,-1.1294,-0.62954,-0.52758,0.8213
-0.039337,1.4376,0.15142,1.9641,-2.0565
-0.013406,0.4782,0.96612,-1.2305,0.14989
-0.0004401,-0.17018,0.69177,1.4254,-1.5304
0.012526,1.1763,1.012,-0.67744,-0.45655
0.038457,-0.87573,1.1391,0.86956,-1.167
0.051423,-0.70678,-0.69963,0.38313,0.074399
0.077354,-0.53348,-0.59961,1.6141,-0.93478
0.09032,0.16999,-1.0697,-1.0583,1.1171
0.10329,1.0796,-0.010854,0.95913,-1.1389
0.12922,-0.25581,0.39336,-0.075218,-0.24272
0.14218,0.53758,-0.003508,-0.66864,0.20261
0.15515,0.85498,-0.83811,-1.3397,1.0421
0.18108,1.3415,-0.23319,1.0192,-1.1367
0.19405,0.35916,-0.26446,-1.4583,0.96511
0.21998,-0.32651,-0.0062508,-2.0958,1.4791
0.23294,-0.021998,1.8979,-0.054244,-1.0694
0.24591,1.2349,0.73479,0.06565,-0.88539
0.27184,1.381,-0.78412,0.76798,-0.68354
0.28481,0.39327,-0.78277,0.64269,-0.34789
0.31074,0.3545,0.020683,0.39876,-0.55912
0.3237,0.51973,-1.0292,1.4514,-0.85768
0.33667,-1.074,1.6477,-0.86366,-0.082565
0.3626,0.74109,1.1301,-1.3399,0.084568
0.37556,0.70982,0.30166,0.099003,-0.56411
0.4015,-0.47088,-1.8488,0.57646,0.44795
0.41446,0.40609,0.29576,1.6933,-1.6734
0.42743,-0.69897,0.16973,-1.2493,0.85244
0.45336,-2.4265,-0.20375,0.475,0.18083
0.46632,-0.57595,-1.633,-0.092577,0.8638
0.47929,0.82111,0.47925,-0.59403,-0.16447
0.50522,0.86822,-0.82974,-0.1938,0.18152
0.51819,1.1173,0.26328,-0.63207,-0.10088
0.54412,1.6001,0.83447,-1.1171,-0.14461
0.55708,1.1899,-0.4303,0.69977,-0.76294
0.57005,0.76302,-0.30738,-1.1599,0.66502
0.59598,0.093963,-0.010753,1.1138,-1.0116
0.60895,-1.5621,-0.059544,-0.70458,0.77408
0.63488,-0.20607,-0.38494,1.5803,-1.0977
0.64784,-0.39182,-0.51555,-1.298,1.1563
0.69971,-0.12571,1.0842,-0.59512,-0.23365
0.7775,-1.2888,-0.37883,-0.010199,0.34977
0.79047,1.1333,0.64464,-0.34985,-0.5059
0.84233,-0.6135,0.62531,1.6559,-1.5597
-2.7108,0.065871,-0.46691,-1.8121,1.4052
-2.6849,-1.6778,-1.2207,-0.33526,1.1123
-2.6719,-0.0022695,0.23909,0.26436,-0.47754
-2.659,0.48689,-0.84469,-0.92554,0.83073
-2.633,0.94552,-0.54631,0.23486,-0.29546
-2.6201,0.90029,1.7231,-2.8649,0.88685
-2.5941,0.79665,-0.25661,1.1437,-1.0805
-2.5812,0.35456,-1.3427,0.23013,0.25231
-2.5682,1.3559,-0.11585,0.75207,-0.99708
-2.3608,-0.48671,0.18142,0.49467,-0.50092
-2.1533,1.7307,0.079819,-0.63536,-0.15436
-2.1274,-1.0284,-0.76929,-2.4447,2.2968
-2.1144,0.41608,-0.503,-0.3683,0.26217
-2.1014,0.086963,-0.80843,-1.1063,1.0455
-1.6088,-0.21826,0.8458,1.5427,-1.6799
-1.5958,-0.0069215,-1.5081,-0.25275,0.78362
-1.5569,-0.28894,0.24075,0.45519,-0.5499
-1.518,0.62248,0.78872,-0.14169,-0.60422
-0.44184,0.69838,0.13897,0.3633,-0.67347
-0.41591,1.1861,-0.50542,0.15649,-0.3168
-0.40294,-1.048,0.58953,1.7073,-1.47
-0.38998,-0.34053,0.24075,1.3657,-1.2151
-0.36404,-0.86893,-0.9927,0.072748,0.49526
-0.35108,-0.62629,1.0832,-0.74129,0.0019478
-0.32515,-0.61045,-0.12745,1.0654,-0.7407
-0.31218,-0.35222,0.6815,-0.13811,-0.31335
-0.29922,1.1106,0.17333,-0.48585,-0.15994
-0.27329,1.7955,-0.32275,-0.53291,-0.044975
-0.26032,-0.64336,-0.52391,-1.581,1.4362
-0.23439,-0.51516,-0.50228,1.0783,-0.58599
-0.22142,-0.41756,-0.04396,-2.8349,2.0738
-0.20846,0.10417,1.1337,1.3918,-1.7912
-0.18253,-0.45953,-0.19707,0.69783,-0.4693
-0.16956,-0.58809,-1.0399,-0.25829,0.69622
-0.15659,0.57801,0.11287,-0.19822,-0.21273
-0.13066,0.048595,1.0803,0.54205,-1.1181
-0.1177,-0.0094243,0.39344,-0.093292,-0.28681
-0.091765,-0.74727,-0.8626,-0.39489,0.74832
-0.0788,0.21197,1.2778,-0.079301,-0.7946
-0.065834,0.13775,-0.69814,-0.18249,0.29005
-0.039903,0.85252,0.11465,0.29373,-0.64742
-0.026937,0.44764,-0.566,0.15342,-0.10246
-0.0010055,-0.3325,-0.96423,0.52413,0.012958
0.01196,1.1271,-1.4779,-1.1904,1.1875
0.024926,-0.36066,-1.3696,1.1384,-0.23439
0.050857,-1.2332,-0.80094,-1.197,1.4342
0.063823,1.6279,0.19728,1.423,-1.7203
0.089754,0.22348,-1.0763,-0.5157,0.70641
0.10272,1.9721,-0.55076,1.4187,-1.4272
0.11569,0.94417,-0.56527,1.8247,-1.4692
0.14162,-0.49557,-0.41237,1.1156,-0.66368
0.15458,-2.0658,-0.48961,-1.1232,1.4282
0.16755,-0.56935,0.27115,0.38295,-0.44235
0.19348,-0.50327,0.99354,0.031162,-0.55849
0.20645,-0.49907,0.2999,-1.6218,1.0185
0.23238,-0.25444,2.2016,0.79998,-1.7971
0.24534,0.37658,-1.4349,0.10641,0.3852
0.25831,1.2392,0.19359,-0.54469,-0.1579
0.28424,-0.96215,0.36436,-0.38956,0.18275
0.29721,-0.91504,-0.55351,-1.3042,1.3118
0.32314,-0.50429,0.97696,-0.094361,-0.45648
0.3361,-0.49553,0.24697,-0.8511,0.47033
0.34907,-1.048,-0.58145,0.37128,0.1111
0.375,-1.333,-0.95427,0.36294,0.37416
0.38797,-1.6809,0.67023,-0.11376,0.0011018
0.4139,1.9022,-0.13616,-0.44125,-0.23292
0.42686,-0.01783,-2.8841,-1.8423,2.6588
0.43983,-1.64,-0.3701,-0.63053,0.89678
0.46576,-0.16061,0.28666,-1.2251,0.64647
0.47873,-1.3398,1.1832,-0.59523,0.018719
0.49169,-0.30445,-1.6185,0.54141,0.32086
0.51762,1.2409,-0.82112,-1.7732,1.2644
0.53059,1.2368,-1.4884,0.61676,-0.17961
0.55652,0.20004,-1.8102,1.3812,-0.33251
0.56948,-0.82259,-1.9878,0.96287,0.31955
0.58245,0.61942,-0.69889,0.53566,-0.36275
0.60838,-0.85661,0.69374,1.4135,-1.3506
0.62135,1.1264,-2.4863,1.4237,-0.25346
0.64728,0.81766,-0.18351,-1.0264,0.49334
0.66024,0.63161,-1.2844,-2.0734,1.8699
